id_producto,id_cliente,tipo_producto,estado_producto,fecha_apertura,fecha_vencimiento,saldo_actual,limite_credito,tasa_interes,moneda,sucursal_apertura
549,1F3A9D79,Inversión a Plazo,Moroso,2023-07-13,2023-09-11,58905.34,0,15.59,PEN,Sucursal 15 - Sur
550,3D34B8AA,Inversión a Plazo,Inactivo,2018-07-21,2021-02-16,14133.74,0,11.94,BRL,Sucursal 7 - Norte
551,3D34B8AA,Cuenta Ahorros,Activo,2021-05-17,,81910.74,0,0,MXN,Sucursal 19 - Norte
552,3D34B8AA,Préstamo Automotriz,Cancelado,2021-06-10,2025-05-25,15949.77,22200.53,20.93,USD,Sucursal 1 - Oeste
553,CA3566B2,Préstamo Automotriz,Activo,2019-07-31,2023-07-04,31278.41,75606.98,20.05,MXN,Sucursal 3 - Este
554,CA3566B2,Préstamo Hipotecario,Inactivo,2023-10-28,2025-05-04,31046.01,74712.72,20.44,USD,Sucursal 17 - Norte
555,CA3566B2,CDT,Cancelado,2022-02-14,2023-02-04,99953.79,0,18.08,JPY,Sucursal 20 - Este
556,CA3566B2,Inversión a Plazo,Cancelado,2022-04-10,2024-02-04,56474.28,0,13.9,CLP,Sucursal 1 - Oeste
557,993707ED,Préstamo Personal,Moroso,2022-12-04,2025-01-09,45168.9,106344.57,18.6,COP,Sucursal 16 - Centro
558,993707ED,Tarjeta Crédito,Moroso,2022-11-01,2025-10-10,7464.91,9612.11,15.04,USD,Sucursal 8 - Oeste
559,993707ED,Seguro Hogar,Cancelado,2023-07-25,,22931.41,0,0,MXN,Sucursal 2 - Sur
560,993707ED,Cuenta Ahorros,Cancelado,2019-06-05,,76701.47,0,0,COP,Sucursal 19 - Norte
561,993707ED,Préstamo Automotriz,Vencido,2021-01-10,2025-06-03,44635.57,85974.6,2.35,USD,Sucursal 12 - Sur
562,083EF443,Leasing,Cancelado,2021-03-19,,51797.34,0,0,USD,Sucursal 14 - Norte
563,083EF443,Préstamo Automotriz,Moroso,2019-08-17,2020-10-12,38937.99,97617.68,14.5,USD,Sucursal 15 - Sur
564,083EF443,CDT,Moroso,2022-01-11,2023-03-17,85855.49,0,6.22,CLP,Sucursal 2 - Sur
565,083EF443,Seguro Automóvil,Moroso,2021-03-20,,64528.47,0,0,BRL,Sucursal 10 - Norte
566,5C324954,Seguro Automóvil,Bloqueado,2020-01-27,,95069.58,0,0,EUR,Sucursal 12 - Sur
567,D548DDCA,Fondo Mutuo,Vencido,2021-05-21,2022-05-15,7030.03,0,0.91,JPY,Sucursal 10 - Norte
568,D548DDCA,Leasing,Cerrado,2021-05-19,,46526.12,0,0,PEN,Sucursal 3 - Este
569,D548DDCA,Préstamo Personal,Cerrado,2019-11-11,2024-09-07,27867.87,46308.06,7.79,COP,Sucursal 14 - Norte
570,C11867FD,Préstamo Personal,Vencido,2022-09-13,2023-11-15,43909.95,72918.99,5.27,JPY,Sucursal 18 - Oeste
571,C11867FD,Préstamo Personal,Cerrado,2023-12-02,2024-12-05,21527.77,44917.3,18.06,JPY,Sucursal 13 - Centro
572,C11867FD,Seguro Hogar,Moroso,2019-10-06,,72121.78,0,0,PEN,Sucursal 6 - Oeste
573,C11867FD,CDT,En proceso de aprobación,2023-11-05,2025-05-30,46614.74,0,15.18,COP,Sucursal 8 - Oeste
574,376BA040,Inversión a Plazo,En proceso de aprobación,2020-07-11,2022-06-29,64952.03,0,12.6,EUR,Sucursal 14 - Norte
575,376BA040,Seguro Hogar,Cerrado,2018-12-04,,54727.92,0,0,BRL,Sucursal 9 - Centro
576,C123B40D,Seguro Vida,Cancelado,2022-08-25,,56192.46,0,0,EUR,Sucursal 1 - Oeste
577,C123B40D,Seguro Vida,Inactivo,2022-09-13,,23232.0,0,0,USD,Sucursal 20 - Este
578,C123B40D,Tarjeta Crédito,Cerrado,2020-12-30,2023-03-15,8938.12,15078.8,2.64,ARS,Sucursal 19 - Norte
579,C123B40D,Seguro Automóvil,Cancelado,2022-02-19,,16756.58,0,0,EUR,Sucursal 4 - Norte
580,6166ED84,Tarjeta Crédito,Moroso,2021-11-12,2026-06-11,2937.89,7658.77,23.13,MXN,Sucursal 10 - Norte
581,FD6F6FD3,CDT,Activo,2018-03-18,2020-08-31,81147.9,0,1.44,BRL,Sucursal 4 - Norte
582,FD6F6FD3,Cuenta Ahorros,Vencido,2020-01-16,,86223.56,0,0,PEN,Sucursal 15 - Sur
583,FD6F6FD3,Cuenta Ahorros,Activo,2023-12-01,,94471.24,0,0,JPY,Sucursal 14 - Norte
584,FD6F6FD3,Préstamo Automotriz,Cancelado,2019-01-25,2023-12-17,17490.32,50596.03,4.17,PEN,Sucursal 13 - Centro
585,BF83F7E3,Tarjeta Crédito,Cerrado,2018-11-22,2020-02-06,19182.77,53039.7,19.6,PEN,Sucursal 16 - Centro
586,BF83F7E3,Fondo Mutuo,Cancelado,2018-09-24,2019-12-29,38038.05,0,17.64,CLP,Sucursal 10 - Norte
587,19D339CA,Cuenta Ahorros,Activo,2018-03-18,,68755.88,0,0,CLP,Sucursal 20 - Este
588,19D339CA,Préstamo Hipotecario,Moroso,2019-10-04,2024-03-09,21670.89,37127.66,24.31,ARS,Sucursal 1 - Oeste
589,19D339CA,Tarjeta Crédito,Cancelado,2019-03-02,2023-01-21,14130.71,35212.49,9.58,COP,Sucursal 10 - Norte
590,99F8D218,Inversión a Plazo,Inactivo,2019-01-16,2020-01-27,43714.64,0,12.75,COP,Sucursal 2 - Sur
591,99F8D218,Préstamo Automotriz,Moroso,2022-06-22,2027-04-05,27281.63,64892.86,13.67,JPY,Sucursal 12 - Sur
592,99F8D218,Tarjeta Crédito,Cerrado,2020-04-16,2023-12-27,43576.01,88869.6,7.55,BRL,Sucursal 8 - Oeste
593,46012BDB,Seguro Automóvil,Bloqueado,2021-11-30,,46801.71,0,0,USD,Sucursal 6 - Oeste
594,46012BDB,Cuenta Ahorros,En proceso de aprobación,2023-12-07,,94528.08,0,0,BRL,Sucursal 20 - Este
595,46012BDB,Préstamo Hipotecario,En proceso de aprobación,2018-06-03,2020-11-25,10139.23,28872.41,14.81,CLP,Sucursal 13 - Centro
596,46012BDB,Préstamo Automotriz,En proceso de aprobación,2021-11-15,2023-01-19,42379.74,125480.69,21.86,USD,Sucursal 11 - Centro
597,46012BDB,CDT,Activo,2018-06-23,2019-07-19,79731.84,0,1.04,ARS,Sucursal 6 - Oeste
598,8CA1A0C9,Tarjeta Crédito,Activo,2022-04-17,2026-09-11,1372.43,3971.04,6.94,USD,Sucursal 7 - Norte
599,8CA1A0C9,Leasing,Bloqueado,2023-10-06,,13192.62,0,0,CLP,Sucursal 19 - Norte
600,8CA1A0C9,CDT,Moroso,2022-12-16,2023-03-07,66394.25,0,13.65,CLP,Sucursal 8 - Oeste
601,974661CE,Seguro Automóvil,Cancelado,2023-08-10,,20077.16,0,0,MXN,Sucursal 14 - Norte
602,974661CE,Seguro Automóvil,Vencido,2019-01-01,,8417.21,0,0,ARS,Sucursal 18 - Oeste
603,974661CE,Seguro Hogar,En proceso de aprobación,2023-05-16,,71641.08,0,0,USD,Sucursal 19 - Norte
604,974661CE,Préstamo Hipotecario,En proceso de aprobación,2022-12-04,2024-05-10,8709.81,23414.73,21.06,COP,Sucursal 20 - Este
605,974661CE,Seguro Hogar,Inactivo,2022-05-27,,58280.0,0,0,CLP,Sucursal 12 - Sur
606,F11CDC12,Préstamo Hipotecario,Vencido,2019-04-03,2020-06-02,15104.06,26868.74,22.22,USD,Sucursal 5 - Oeste
607,F11CDC12,Tarjeta Crédito,Bloqueado,2020-05-04,2023-01-24,10604.67,18468.73,9.95,ARS,Sucursal 11 - Centro
608,0F4E21E4,Seguro Vida,Cerrado,2019-01-18,,39824.24,0,0,CLP,Sucursal 17 - Norte
609,0F4E21E4,Préstamo Personal,Activo,2023-05-02,2026-02-27,12375.22,19791.28,12.68,GBP,Sucursal 8 - Oeste
610,C562EB0E,Seguro Automóvil,Vencido,2023-05-12,,24362.79,0,0,BRL,Sucursal 10 - Norte
611,C562EB0E,Tarjeta Crédito,Cerrado,2022-07-19,2027-03-04,12046.12,27085.34,15.43,EUR,Sucursal 7 - Norte
612,568EDC5F,Préstamo Automotriz,En proceso de aprobación,2022-10-26,2026-11-12,36884.3,103597.98,10.87,CLP,Sucursal 1 - Oeste
613,568EDC5F,Seguro Automóvil,Moroso,2018-10-26,,20859.95,0,0,USD,Sucursal 18 - Oeste
614,49CDA01A,Seguro Automóvil,Moroso,2023-05-26,,22793.02,0,0,CLP,Sucursal 6 - Oeste
615,49CDA01A,Cuenta Corriente,Vencido,2019-02-28,,55408.85,0,0,COP,Sucursal 5 - Oeste
616,91A8015D,Tarjeta Crédito,Bloqueado,2019-09-22,2021-06-13,21883.88,60195.23,6.66,GBP,Sucursal 4 - Norte
617,91A8015D,Leasing,Cerrado,2018-02-25,,71100.62,0,0,GBP,Sucursal 6 - Oeste
618,91A8015D,Fondo Mutuo,Activo,2018-04-11,2020-09-11,50880.97,0,4.17,BRL,Sucursal 14 - Norte
619,91A8015D,Cuenta Corriente,Vencido,2022-07-18,,82787.51,0,0,CLP,Sucursal 14 - Norte
620,6998D61B,Seguro Vida,Vencido,2022-04-19,,32128.47,0,0,USD,Sucursal 2 - Sur
621,6998D61B,Tarjeta Crédito,Cerrado,2019-09-29,2024-08-05,4243.8,7855.47,24.06,PEN,Sucursal 3 - Este
622,6998D61B,Tarjeta Crédito,Inactivo,2018-10-08,2020-06-14,35976.05,55047.88,8.17,BRL,Sucursal 14 - Norte
623,21CFECAB,Leasing,Cancelado,2021-01-09,,52730.06,0,0,COP,Sucursal 16 - Centro
624,21CFECAB,Seguro Hogar,En proceso de aprobación,2019-01-04,,23498.3,0,0,GBP,Sucursal 14 - Norte
625,21CFECAB,Tarjeta Crédito,Cerrado,2018-03-21,2022-01-05,27504.23,42629.6,15.06,JPY,Sucursal 17 - Norte
626,21CFECAB,Cuenta Corriente,Vencido,2019-02-15,,82448.03,0,0,JPY,Sucursal 7 - Norte
627,D589BC1C,Leasing,Inactivo,2020-06-03,,62766.78,0,0,JPY,Sucursal 20 - Este
628,D589BC1C,Préstamo Personal,Vencido,2022-06-23,2025-04-21,20740.52,50158.17,11.01,PEN,Sucursal 17 - Norte
629,D589BC1C,Inversión a Plazo,Moroso,2022-02-24,2022-04-15,35099.55,0,2.21,COP,Sucursal 3 - Este
630,D589BC1C,Cuenta Corriente,Inactivo,2023-12-29,,72750.25,0,0,PEN,Sucursal 14 - Norte
631,D589BC1C,Cuenta Corriente,Cancelado,2023-11-19,,56770.08,0,0,JPY,Sucursal 19 - Norte
632,6B55FCD1,Préstamo Personal,Bloqueado,2020-11-25,2024-07-09,18164.78,31554.92,23.59,EUR,Sucursal 16 - Centro
633,6B55FCD1,Seguro Hogar,Bloqueado,2019-09-20,,1604.19,0,0,JPY,Sucursal 19 - Norte
634,6B55FCD1,Seguro Automóvil,Vencido,2021-01-30,,48492.07,0,0,EUR,Sucursal 10 - Norte
635,0E5ABA87,Tarjeta Crédito,Cancelado,2022-07-23,2027-04-16,45426.46,111796.26,8.7,MXN,Sucursal 13 - Centro
636,0E5ABA87,Seguro Automóvil,Vencido,2019-08-28,,43002.46,0,0,EUR,Sucursal 20 - Este
637,0E5ABA87,Fondo Mutuo,Activo,2022-09-07,2025-02-01,77587.06,0,6.46,EUR,Sucursal 1 - Oeste
638,119AB948,Seguro Hogar,Cerrado,2019-08-29,,40332.71,0,0,MXN,Sucursal 10 - Norte
639,119AB948,Cuenta Ahorros,Cancelado,2020-10-04,,18770.91,0,0,CLP,Sucursal 16 - Centro
640,119AB948,Préstamo Personal,Cerrado,2021-03-19,2023-09-19,25969.76,50142.75,13.31,MXN,Sucursal 20 - Este
641,119AB948,Fondo Mutuo,Vencido,2023-07-16,2025-12-06,78174.16,0,24.4,EUR,Sucursal 1 - Oeste
642,4E7A4D98,Préstamo Hipotecario,Moroso,2021-12-21,2024-08-02,35814.97,104391.56,1.24,JPY,Sucursal 8 - Oeste
643,4E7A4D98,Inversión a Plazo,Bloqueado,2019-06-24,2022-01-02,75888.74,0,3.25,CLP,Sucursal 2 - Sur
644,4E7A4D98,Fondo Mutuo,Cerrado,2021-03-20,2022-01-07,59448.88,0,3.82,JPY,Sucursal 16 - Centro
645,4E7A4D98,Seguro Automóvil,Bloqueado,2018-08-15,,80801.96,0,0,USD,Sucursal 11 - Centro
646,A8F0C051,Leasing,Bloqueado,2021-08-31,,28775.54,0,0,GBP,Sucursal 1 - Oeste
647,A8F0C051,Inversión a Plazo,Bloqueado,2019-06-14,2021-12-25,52161.93,0,20.35,MXN,Sucursal 17 - Norte
648,A8F0C051,CDT,Cancelado,2023-03-16,2024-07-25,5179.33,0,1.06,ARS,Sucursal 2 - Sur
649,A8F0C051,Cuenta Corriente,Activo,2020-03-23,,13554.25,0,0,USD,Sucursal 6 - Oeste
650,A8F0C051,Fondo Mutuo,Moroso,2021-09-27,2024-01-21,12869.57,0,16.74,BRL,Sucursal 9 - Centro
651,5A064E27,Fondo Mutuo,Activo,2022-02-05,2024-11-21,25548.64,0,13.29,EUR,Sucursal 7 - Norte
652,4A5DC80A,CDT,Moroso,2021-11-10,2023-08-02,86929.04,0,13.2,GBP,Sucursal 4 - Norte
653,4A5DC80A,Seguro Vida,Vencido,2018-10-20,,82325.28,0,0,JPY,Sucursal 14 - Norte
654,4A5DC80A,Cuenta Ahorros,Activo,2019-05-29,,79528.63,0,0,BRL,Sucursal 6 - Oeste
655,4A5DC80A,Préstamo Personal,En proceso de aprobación,2019-01-28,2021-12-14,11308.67,21621.61,16.49,COP,Sucursal 15 - Sur
656,4A5DC80A,Inversión a Plazo,Bloqueado,2023-08-13,2024-11-11,73184.72,0,12.18,COP,Sucursal 10 - Norte
657,5BC5CA8F,Seguro Vida,En proceso de aprobación,2022-11-15,,29015.89,0,0,ARS,Sucursal 2 - Sur
658,5BC5CA8F,Préstamo Hipotecario,Activo,2019-01-24,2022-08-29,36799.8,53889.23,11.26,JPY,Sucursal 3 - Este
659,5BC5CA8F,Leasing,Inactivo,2022-05-26,,64739.82,0,0,BRL,Sucursal 12 - Sur
660,F240EC4E,Seguro Hogar,Cerrado,2018-12-27,,12717.3,0,0,CLP,Sucursal 5 - Oeste
661,F240EC4E,Leasing,Vencido,2019-01-16,,86549.58,0,0,BRL,Sucursal 15 - Sur
662,2CB73F2F,Seguro Hogar,Cerrado,2022-11-01,,24737.62,0,0,ARS,Sucursal 18 - Oeste
663,2CB73F2F,Tarjeta Crédito,Bloqueado,2020-10-10,2024-07-04,42709.38,110098.06,11.84,JPY,Sucursal 11 - Centro
664,2CB73F2F,Cuenta Corriente,Cancelado,2022-11-24,,9571.25,0,0,EUR,Sucursal 11 - Centro
665,2CB73F2F,Fondo Mutuo,En proceso de aprobación,2022-05-21,2024-01-05,38821.61,0,4.64,ARS,Sucursal 3 - Este
666,2CB73F2F,Seguro Automóvil,En proceso de aprobación,2021-10-06,,3576.2,0,0,GBP,Sucursal 13 - Centro
667,954E33FB,Cuenta Corriente,Inactivo,2018-09-28,,54049.08,0,0,ARS,Sucursal 6 - Oeste
668,954E33FB,Fondo Mutuo,Moroso,2021-10-17,2022-10-26,73209.19,0,10.22,BRL,Sucursal 20 - Este
669,954E33FB,Tarjeta Crédito,En proceso de aprobación,2022-05-29,2025-07-20,34630.37,80728.93,2.69,CLP,Sucursal 7 - Norte
670,954E33FB,Seguro Vida,Bloqueado,2018-10-31,,45427.17,0,0,BRL,Sucursal 7 - Norte
671,954E33FB,Seguro Hogar,Activo,2018-09-03,,83798.8,0,0,CLP,Sucursal 19 - Norte
672,3E3EAD1F,Leasing,En proceso de aprobación,2020-07-01,,32671.81,0,0,JPY,Sucursal 1 - Oeste
673,3E3EAD1F,Préstamo Hipotecario,Cerrado,2022-04-06,2024-10-24,24713.86,74026.46,8.78,ARS,Sucursal 17 - Norte
674,3E3EAD1F,Seguro Hogar,En proceso de aprobación,2023-09-02,,1587.12,0,0,USD,Sucursal 15 - Sur
675,3E3EAD1F,Leasing,Cancelado,2019-03-12,,72966.73,0,0,BRL,Sucursal 7 - Norte
676,CB02E2FA,Préstamo Automotriz,En proceso de aprobación,2023-09-15,2027-01-26,5598.4,16489.51,1.8,GBP,Sucursal 3 - Este
677,7ED2BD78,Fondo Mutuo,Moroso,2018-08-07,2019-12-17,89727.37,0,2.16,BRL,Sucursal 9 - Centro
678,7ED2BD78,Tarjeta Crédito,Vencido,2018-03-30,2020-10-17,38448.54,94306.55,22.28,CLP,Sucursal 11 - Centro
679,7ED2BD78,Préstamo Hipotecario,Vencido,2022-03-06,2022-11-09,7826.45,20566.74,6.03,CLP,Sucursal 7 - Norte
680,2DB2C7BA,Seguro Automóvil,Activo,2020-10-06,,42900.74,0,0,MXN,Sucursal 10 - Norte
681,A77E5A5A,Seguro Automóvil,En proceso de aprobación,2023-06-19,,89851.62,0,0,USD,Sucursal 9 - Centro
682,A77E5A5A,Seguro Automóvil,Moroso,2018-09-14,,25008.45,0,0,PEN,Sucursal 12 - Sur
683,A77E5A5A,Inversión a Plazo,Vencido,2023-10-12,2024-01-22,42223.12,0,22.0,GBP,Sucursal 7 - Norte
684,A77E5A5A,Préstamo Hipotecario,En proceso de aprobación,2021-04-29,2022-05-15,42812.05,83100.67,12.74,EUR,Sucursal 20 - Este
685,8A9F5B59,Cuenta Ahorros,Cerrado,2018-06-25,,29169.07,0,0,MXN,Sucursal 1 - Oeste
686,8A9F5B59,Inversión a Plazo,Inactivo,2022-09-02,2022-11-04,98789.19,0,22.65,USD,Sucursal 8 - Oeste
687,47AF1A44,Inversión a Plazo,Activo,2018-05-26,2018-12-07,54558.66,0,20.2,COP,Sucursal 16 - Centro
688,47AF1A44,Seguro Vida,Vencido,2022-11-07,,75025.28,0,0,CLP,Sucursal 16 - Centro
689,D38649E2,Cuenta Corriente,Bloqueado,2023-05-03,,3495.93,0,0,USD,Sucursal 1 - Oeste
690,17115CED,Cuenta Corriente,Inactivo,2021-03-13,,32346.39,0,0,GBP,Sucursal 11 - Centro
691,C5F2A98E,Préstamo Automotriz,Cerrado,2018-01-05,2021-10-11,30901.54,75511.75,7.68,CLP,Sucursal 2 - Sur
692,C5F2A98E,Tarjeta Crédito,Bloqueado,2019-03-03,2022-04-10,12089.89,16729.84,1.89,ARS,Sucursal 12 - Sur
693,C5F2A98E,Cuenta Corriente,Vencido,2019-10-16,,49201.67,0,0,COP,Sucursal 17 - Norte
694,C5F2A98E,Cuenta Ahorros,Inactivo,2019-05-07,,95183.59,0,0,MXN,Sucursal 20 - Este
695,C5F2A98E,CDT,Inactivo,2021-10-07,2022-08-17,99821.47,0,15.49,MXN,Sucursal 2 - Sur
696,4256B453,Seguro Automóvil,Moroso,2020-01-25,,75539.59,0,0,USD,Sucursal 18 - Oeste
697,4256B453,Préstamo Hipotecario,Moroso,2023-03-07,2025-03-31,18964.08,25585.24,18.02,EUR,Sucursal 16 - Centro
698,4256B453,Inversión a Plazo,Activo,2018-12-13,2019-01-24,72573.74,0,21.06,COP,Sucursal 8 - Oeste
699,4256B453,Seguro Automóvil,Moroso,2022-04-11,,35488.83,0,0,PEN,Sucursal 9 - Centro
700,4256B453,Cuenta Corriente,Cerrado,2020-06-12,,81235.75,0,0,MXN,Sucursal 20 - Este
701,2624A19D,CDT,Bloqueado,2018-11-09,2020-03-13,17014.27,0,4.55,PEN,Sucursal 20 - Este
702,2624A19D,Fondo Mutuo,Activo,2019-05-25,2020-02-18,55878.63,0,0.66,COP,Sucursal 12 - Sur
703,2624A19D,CDT,Activo,2023-10-26,2024-02-07,59043.15,0,13.56,ARS,Sucursal 11 - Centro
704,8BDEF21C,Seguro Vida,Cerrado,2021-01-31,,15840.17,0,0,USD,Sucursal 17 - Norte
705,8BDEF21C,Cuenta Ahorros,Cancelado,2019-09-01,,63532.9,0,0,GBP,Sucursal 1 - Oeste
706,8BDEF21C,Inversión a Plazo,Bloqueado,2021-04-13,2022-07-29,51118.32,0,9.05,GBP,Sucursal 12 - Sur
707,8BDEF21C,CDT,Cancelado,2018-05-02,2019-07-14,69870.02,0,14.0,CLP,Sucursal 14 - Norte
708,8BDEF21C,Préstamo Automotriz,Moroso,2019-08-11,2021-02-11,1785.97,4794.26,21.22,ARS,Sucursal 15 - Sur
709,288F913C,Préstamo Hipotecario,Activo,2019-01-13,2019-12-03,28135.02,74050.19,6.3,MXN,Sucursal 13 - Centro
710,288F913C,Inversión a Plazo,Moroso,2023-03-09,2026-02-09,29809.33,0,15.98,USD,Sucursal 6 - Oeste
711,288F913C,Seguro Automóvil,Bloqueado,2021-05-17,,97098.3,0,0,PEN,Sucursal 9 - Centro
712,288F913C,Cuenta Corriente,Cancelado,2019-06-03,,6567.15,0,0,MXN,Sucursal 19 - Norte
713,288F913C,Cuenta Ahorros,Cancelado,2019-08-06,,87566.03,0,0,JPY,Sucursal 18 - Oeste
714,F2F0ABB0,Tarjeta Crédito,Activo,2022-07-04,2026-09-05,12076.79,28822.15,13.65,COP,Sucursal 6 - Oeste
715,F2F0ABB0,Seguro Hogar,Vencido,2022-02-18,,94480.01,0,0,JPY,Sucursal 8 - Oeste
716,F2F0ABB0,Seguro Vida,Moroso,2019-10-14,,29909.14,0,0,USD,Sucursal 15 - Sur
717,4F398FF2,Préstamo Automotriz,Cerrado,2018-12-10,2023-07-05,4099.46,12213.46,16.71,PEN,Sucursal 15 - Sur
718,4F398FF2,Cuenta Ahorros,Moroso,2020-06-02,,19890.77,0,0,USD,Sucursal 15 - Sur
719,4F398FF2,Seguro Hogar,Moroso,2020-03-27,,83041.32,0,0,JPY,Sucursal 19 - Norte
720,4F398FF2,Cuenta Corriente,Inactivo,2023-05-09,,75506.34,0,0,COP,Sucursal 8 - Oeste
721,4F398FF2,Inversión a Plazo,Moroso,2022-08-08,2024-02-09,92998.99,0,10.56,CLP,Sucursal 9 - Centro
722,8B5AC463,Leasing,Vencido,2020-11-30,,83463.86,0,0,EUR,Sucursal 15 - Sur
723,8B5AC463,Cuenta Ahorros,Bloqueado,2021-03-14,,99173.53,0,0,CLP,Sucursal 18 - Oeste
724,8B5AC463,Seguro Vida,En proceso de aprobación,2023-09-13,,5390.04,0,0,CLP,Sucursal 20 - Este
725,8B5AC463,Leasing,Cerrado,2020-08-16,,56276.66,0,0,ARS,Sucursal 9 - Centro
726,8B5AC463,Cuenta Corriente,Vencido,2020-08-09,,44142.99,0,0,USD,Sucursal 11 - Centro
727,8F083106,Cuenta Corriente,Cancelado,2019-04-22,,97330.11,0,0,ARS,Sucursal 10 - Norte
728,8F083106,Seguro Automóvil,Vencido,2018-07-17,,50366.58,0,0,USD,Sucursal 5 - Oeste
729,9BEC8ED1,Leasing,Moroso,2018-12-08,,44177.69,0,0,JPY,Sucursal 4 - Norte
730,9BEC8ED1,Seguro Automóvil,Inactivo,2022-05-02,,73296.33,0,0,EUR,Sucursal 5 - Oeste
731,9BEC8ED1,Leasing,Cancelado,2023-11-06,,74852.94,0,0,EUR,Sucursal 9 - Centro
732,9BEC8ED1,Cuenta Corriente,Inactivo,2023-12-31,,81282.78,0,0,USD,Sucursal 4 - Norte
733,0601CFAA,Seguro Hogar,En proceso de aprobación,2019-09-27,,27772.61,0,0,BRL,Sucursal 5 - Oeste
734,DDB5AB15,Inversión a Plazo,En proceso de aprobación,2021-03-20,2023-02-14,81017.25,0,13.81,EUR,Sucursal 14 - Norte
735,DDB5AB15,Préstamo Hipotecario,Cancelado,2022-07-05,2026-03-13,3531.86,4877.77,6.07,BRL,Sucursal 6 - Oeste
736,DDB5AB15,Fondo Mutuo,Activo,2021-11-01,2022-04-23,30808.39,0,9.52,CLP,Sucursal 18 - Oeste
737,9C1B8C17,Cuenta Ahorros,Inactivo,2023-06-01,,16908.8,0,0,GBP,Sucursal 20 - Este
738,684734F5,Cuenta Ahorros,Inactivo,2018-09-24,,87479.55,0,0,MXN,Sucursal 20 - Este
739,684734F5,CDT,Vencido,2019-05-02,2019-06-22,94773.43,0,7.72,GBP,Sucursal 19 - Norte
740,684734F5,Leasing,Moroso,2023-03-16,,71.99,0,0,EUR,Sucursal 7 - Norte
741,684734F5,Seguro Hogar,Vencido,2020-05-16,,65208.1,0,0,CLP,Sucursal 12 - Sur
742,BD272E85,Fondo Mutuo,Vencido,2021-07-13,2024-05-13,23664.23,0,20.26,EUR,Sucursal 4 - Norte
743,BD272E85,Seguro Hogar,Moroso,2019-01-20,,17142.21,0,0,USD,Sucursal 4 - Norte
744,BD272E85,Seguro Automóvil,En proceso de aprobación,2021-05-11,,79461.13,0,0,ARS,Sucursal 20 - Este
745,BD272E85,Tarjeta Crédito,Vencido,2022-07-22,2023-05-26,6698.3,8800.55,12.1,CLP,Sucursal 2 - Sur
746,569D239E,Préstamo Hipotecario,Vencido,2022-09-01,2025-03-15,32327.27,91762.7,12.22,EUR,Sucursal 3 - Este
747,569D239E,Seguro Automóvil,Bloqueado,2023-07-15,,17257.52,0,0,JPY,Sucursal 20 - Este
748,E51224CA,CDT,Vencido,2021-09-23,2023-12-30,710.48,0,12.86,USD,Sucursal 16 - Centro
749,E51224CA,CDT,Cancelado,2020-09-21,2023-06-15,5433.98,0,2.68,USD,Sucursal 9 - Centro
750,E51224CA,CDT,Bloqueado,2019-03-09,2019-11-16,1391.67,0,2.05,USD,Sucursal 9 - Centro
751,E51224CA,Seguro Vida,Activo,2020-03-14,,1478.75,0,0,EUR,Sucursal 7 - Norte
752,E62A56AA,Préstamo Personal,Cancelado,2019-07-19,2020-01-31,27615.78,50418.98,8.43,GBP,Sucursal 17 - Norte
753,E62A56AA,Préstamo Personal,Cerrado,2020-09-08,2022-02-10,47381.89,86618.7,2.16,PEN,Sucursal 3 - Este
754,BD3798E4,Inversión a Plazo,Bloqueado,2018-08-17,2020-10-12,41796.09,0,13.52,COP,Sucursal 18 - Oeste
755,5FEF20D7,Fondo Mutuo,En proceso de aprobación,2019-12-20,2022-09-21,62255.62,0,15.79,PEN,Sucursal 13 - Centro
756,5FEF20D7,CDT,Cerrado,2022-07-11,2023-04-04,76282.44,0,19.73,USD,Sucursal 14 - Norte
757,5FEF20D7,Préstamo Personal,Cancelado,2021-07-15,2025-08-02,21496.6,36752.13,3.65,EUR,Sucursal 3 - Este
758,5FEF20D7,Cuenta Ahorros,Vencido,2018-12-08,,14993.49,0,0,MXN,Sucursal 20 - Este
759,5FEF20D7,Fondo Mutuo,Moroso,2019-02-09,2020-02-24,23418.67,0,23.78,CLP,Sucursal 10 - Norte
760,3EB6EE73,Inversión a Plazo,Inactivo,2021-02-03,2022-02-10,66957.37,0,0.55,PEN,Sucursal 10 - Norte
761,3EB6EE73,CDT,Cancelado,2023-06-18,2023-09-02,62165.88,0,23.68,EUR,Sucursal 1 - Oeste
762,74DAF01A,Préstamo Hipotecario,En proceso de aprobación,2020-02-26,2020-12-01,42199.55,112050.75,15.09,PEN,Sucursal 1 - Oeste
763,74DAF01A,Seguro Vida,Bloqueado,2019-11-07,,95307.44,0,0,JPY,Sucursal 8 - Oeste
764,74DAF01A,CDT,Inactivo,2018-04-04,2018-12-26,1271.23,0,0.71,COP,Sucursal 10 - Norte
765,6053C9D5,Seguro Automóvil,Moroso,2020-01-12,,53281.96,0,0,USD,Sucursal 13 - Centro
766,6053C9D5,Cuenta Corriente,Activo,2019-12-23,,6390.53,0,0,MXN,Sucursal 12 - Sur
767,6053C9D5,Seguro Hogar,En proceso de aprobación,2018-11-05,,26066.57,0,0,EUR,Sucursal 18 - Oeste
768,6053C9D5,Seguro Automóvil,Inactivo,2022-12-15,,60357.26,0,0,COP,Sucursal 18 - Oeste
769,6053C9D5,Leasing,Cancelado,2020-12-15,,21069.97,0,0,COP,Sucursal 6 - Oeste
