id_pago,id_producto,id_cliente,numero_cuota,fecha_pago,monto_capital,monto_interes,monto_total,dias_mora,monto_mora,metodo_pago
5304,1059,567E460F,38,2023-05-27,692.99,296.99,989.98,0,0,Banca Móvil
5305,1059,567E460F,44,2022-03-19,866.1,371.19,1237.29,46,94.86,Cheque
5306,1059,567E460F,43,2022-03-28,1283.49,550.07,1833.56,0,0,Cheque
5307,1059,567E460F,14,2023-11-22,1397.73,599.03,1996.76,12,39.94,Cheque
5308,1061,8BA28FAA,32,2023-05-19,354.25,151.82,506.07,0,0,Efectivo
5309,1061,8BA28FAA,55,2023-04-29,574.04,246.02,820.06,14,19.13,Débito Automático
5310,1061,8BA28FAA,29,2023-09-22,1093.29,468.55,1561.85,0,0,Transferencia
5311,1061,8BA28FAA,49,2023-09-19,1054.15,451.78,1505.93,22,55.22,Efectivo
5312,1061,8BA28FAA,2,2022-08-31,1367.88,586.24,1954.12,0,0,Débito Automático
5313,1061,8BA28FAA,36,2023-12-01,354.33,151.85,506.18,0,0,Efectivo
5314,1064,8BA28FAA,30,2022-09-26,153.3,65.7,219.0,34,12.41,Banca Móvil
5315,1064,8BA28FAA,60,2022-11-04,747.82,320.49,1068.31,34,60.54,Efectivo
5316,1064,8BA28FAA,48,2023-12-04,216.08,92.6,308.68,0,0,Banca Móvil
5317,1064,8BA28FAA,16,2023-01-01,1177.89,504.81,1682.7,33,92.55,Cheque
5318,1064,8BA28FAA,16,2022-08-17,381.5,163.5,545.0,0,0,Débito Automático
5319,1064,8BA28FAA,29,2022-01-09,487.21,208.8,696.01,0,0,Transferencia
5320,1064,8BA28FAA,32,2023-06-14,491.68,210.72,702.4,60,70.24,Banca Móvil
5321,1064,8BA28FAA,45,2022-06-28,600.11,257.19,857.3,0,0,Cheque
5322,1064,8BA28FAA,16,2023-11-01,1286.59,551.39,1837.98,0,0,Transferencia
5323,1064,8BA28FAA,21,2022-02-27,670.16,287.21,957.37,0,0,Débito Automático
5324,1064,8BA28FAA,10,2023-08-08,1167.74,500.46,1668.2,59,164.04,Cheque
5325,1064,8BA28FAA,54,2022-09-09,268.08,114.89,382.97,32,20.43,Transferencia
5326,1064,8BA28FAA,21,2022-01-06,592.43,253.9,846.33,0,0,Débito Automático
5327,1064,8BA28FAA,37,2023-01-19,358.11,153.47,511.58,42,35.81,Transferencia
5328,1064,8BA28FAA,6,2022-10-09,104.99,44.99,149.98,12,3.0,Cheque
5329,1064,8BA28FAA,45,2022-08-02,463.71,198.73,662.44,0,0,Banca Móvil
5330,1064,8BA28FAA,28,2022-08-11,787.15,337.35,1124.5,58,108.7,Banca Móvil
5331,1064,8BA28FAA,31,2023-04-16,734.53,314.8,1049.33,0,0,Transferencia
5332,1064,8BA28FAA,23,2022-04-02,1058.84,453.79,1512.63,0,0,Débito Automático
5333,1064,8BA28FAA,1,2023-06-16,394.13,168.91,563.04,0,0,Débito Automático
5334,1064,8BA28FAA,27,2022-08-24,1228.35,526.43,1754.78,26,76.04,Débito Automático
5335,1064,8BA28FAA,41,2022-11-05,764.76,327.75,1092.51,0,0,Cheque
5336,1064,8BA28FAA,45,2023-07-23,1142.37,489.58,1631.95,0,0,Cheque
5337,1064,8BA28FAA,55,2022-12-14,1075.32,460.85,1536.17,0,0,Cheque
5338,1064,8BA28FAA,44,2022-12-07,1318.52,565.08,1883.6,0,0,Transferencia
5339,1064,8BA28FAA,7,2022-12-10,876.5,375.65,1252.15,0,0,Efectivo
5340,1064,8BA28FAA,32,2022-12-22,1154.43,494.75,1649.18,57,156.67,Cheque
5341,1064,8BA28FAA,24,2022-05-29,372.37,159.59,531.96,18,15.96,Banca Móvil
5342,1064,8BA28FAA,43,2023-07-17,1049.99,450.0,1499.99,17,42.5,Cheque
5343,1064,8BA28FAA,20,2023-10-18,520.79,223.2,743.99,0,0,Débito Automático
5344,1064,8BA28FAA,22,2022-05-16,897.6,384.69,1282.29,20,42.74,Transferencia
5345,1064,8BA28FAA,25,2022-05-27,796.7,341.44,1138.14,0,0,Cheque
5346,1064,8BA28FAA,42,2023-06-17,213.97,91.7,305.67,0,0,Banca Móvil
5347,1064,8BA28FAA,11,2023-05-12,1288.55,552.23,1840.78,0,0,Efectivo
5348,1064,8BA28FAA,49,2023-03-27,736.53,315.66,1052.19,0,0,Banca Móvil
5349,1071,10681A93,33,2023-02-11,1087.58,466.1,1553.68,5,12.95,Débito Automático
5350,1071,10681A93,3,2022-08-01,537.7,230.44,768.15,0,0,Efectivo
5351,1071,10681A93,14,2022-03-21,1048.14,449.2,1497.34,0,0,Efectivo
5352,1071,10681A93,34,2023-05-31,580.47,248.77,829.25,0,0,Banca Móvil
5353,1071,10681A93,19,2022-05-01,464.25,198.96,663.21,0,0,Transferencia
5354,1071,10681A93,23,2022-08-25,823.47,352.92,1176.39,48,94.11,Cheque
5355,1071,10681A93,41,2023-11-11,232.27,99.54,331.81,24,13.27,Banca Móvil
5356,1071,10681A93,16,2022-02-17,1111.73,476.45,1588.18,22,58.23,Banca Móvil
5357,1071,10681A93,60,2022-11-05,471.99,202.28,674.27,0,0,Débito Automático
5358,1076,39E02EA8,34,2023-03-23,1196.49,512.78,1709.27,46,131.04,Débito Automático
5359,1076,39E02EA8,6,2023-05-22,1352.86,579.79,1932.65,0,0,Transferencia
5360,1076,39E02EA8,24,2022-12-28,316.69,135.72,452.41,35,26.39,Banca Móvil
5361,1076,39E02EA8,36,2022-11-06,1186.69,508.58,1695.27,24,67.81,Cheque
5362,1076,39E02EA8,31,2023-06-20,866.12,371.2,1237.32,46,94.86,Cheque
5363,1076,39E02EA8,11,2022-05-10,1120.81,480.35,1601.16,0,0,Efectivo
5364,1076,39E02EA8,10,2022-05-03,1385.22,593.66,1978.88,0,0,Cheque
5365,1076,39E02EA8,12,2023-12-15,166.14,71.2,237.35,0,0,Cheque
5366,1076,39E02EA8,7,2023-03-20,106.69,45.73,152.42,0,0,Transferencia
5367,1076,39E02EA8,50,2022-02-05,985.37,422.3,1407.67,0,0,Cheque
5368,1076,39E02EA8,50,2023-02-01,202.74,86.89,289.63,0,0,Efectivo
5369,1076,39E02EA8,46,2022-04-13,187.76,80.47,268.23,24,10.73,Banca Móvil
5370,1076,39E02EA8,9,2022-01-14,477.93,204.83,682.76,0,0,Transferencia
5371,1076,39E02EA8,38,2022-03-05,644.1,276.04,920.15,1,1.53,Débito Automático
5372,1076,39E02EA8,31,2022-12-14,329.07,141.03,470.1,0,0,Transferencia
5373,1076,39E02EA8,1,2022-08-13,1348.49,577.93,1926.42,0,0,Cheque
5374,1076,39E02EA8,17,2022-01-30,695.79,298.2,993.99,0,0,Efectivo
5375,1076,39E02EA8,43,2023-11-20,582.04,249.44,831.48,0,0,Banca Móvil
5376,1076,39E02EA8,2,2022-12-18,1172.44,502.48,1674.92,0,0,Efectivo
5377,1076,39E02EA8,11,2023-10-31,594.76,254.9,849.66,0,0,Cheque
5378,1076,39E02EA8,6,2023-05-22,516.31,221.28,737.59,0,0,Transferencia
5379,1076,39E02EA8,14,2022-04-03,492.26,210.97,703.23,16,18.75,Efectivo
5380,1076,39E02EA8,13,2023-01-02,766.0,328.28,1094.28,55,100.31,Efectivo
5381,1076,39E02EA8,49,2023-03-15,1193.39,511.45,1704.85,0,0,Banca Móvil
5382,1076,39E02EA8,4,2022-01-17,937.82,401.93,1339.75,0,0,Transferencia
5383,1076,39E02EA8,8,2022-05-17,282.08,120.89,402.97,0,0,Cheque
5384,1078,015BC5E4,24,2022-05-29,467.67,200.43,668.1,21,23.38,Débito Automático
5385,1078,015BC5E4,57,2023-07-19,826.43,354.18,1180.61,0,0,Cheque
5386,1078,015BC5E4,25,2022-09-01,963.54,412.94,1376.48,0,0,Banca Móvil
5387,1078,015BC5E4,42,2023-01-12,1073.29,459.98,1533.27,0,0,Cheque
5388,1078,015BC5E4,7,2023-01-31,189.91,81.39,271.3,0,0,Efectivo
5389,1078,015BC5E4,6,2023-05-10,1011.5,433.5,1445.0,0,0,Banca Móvil
5390,1078,015BC5E4,10,2023-04-15,233.44,100.04,333.48,0,0,Transferencia
5391,1078,015BC5E4,35,2022-12-31,558.45,239.33,797.78,45,59.83,Efectivo
5392,1078,015BC5E4,19,2023-04-20,77.41,33.17,110.58,0,0,Banca Móvil
5393,1078,015BC5E4,15,2022-01-08,265.96,113.98,379.95,0,0,Débito Automático
5394,1078,015BC5E4,44,2022-12-23,231.82,99.35,331.17,29,16.01,Banca Móvil
5395,1078,015BC5E4,27,2022-12-06,962.87,412.66,1375.53,0,0,Débito Automático
5396,1078,015BC5E4,38,2023-01-12,388.06,166.31,554.37,0,0,Banca Móvil
5397,1078,015BC5E4,44,2023-08-05,898.42,385.04,1283.46,46,98.4,Efectivo
5398,1078,015BC5E4,41,2022-05-30,418.5,179.35,597.85,0,0,Efectivo
5399,1078,015BC5E4,43,2023-10-03,1134.57,486.25,1620.82,0,0,Cheque
5400,1078,015BC5E4,2,2023-03-06,1153.0,494.14,1647.15,57,156.48,Débito Automático
5401,1078,015BC5E4,13,2023-04-15,488.39,209.31,697.7,0,0,Transferencia
5402,1078,015BC5E4,51,2022-03-15,933.04,399.88,1332.92,0,0,Débito Automático
5403,1078,015BC5E4,2,2022-09-05,1126.4,482.74,1609.14,0,0,Transferencia
5404,1078,015BC5E4,41,2022-05-12,1051.03,450.44,1501.47,0,0,Débito Automático
5405,1078,015BC5E4,18,2022-07-07,216.09,92.61,308.7,47,24.18,Cheque
5406,1078,015BC5E4,36,2023-03-13,311.36,133.44,444.8,34,25.21,Transferencia
5407,1078,015BC5E4,2,2023-08-06,1304.28,558.98,1863.26,0,0,Cheque
5408,1080,354C0C55,52,2022-09-12,214.97,92.13,307.1,0,0,Banca Móvil
5409,1080,354C0C55,15,2022-03-17,1235.93,529.68,1765.61,52,153.02,Transferencia
5410,1080,354C0C55,37,2023-05-11,1119.45,479.77,1599.22,0,0,Efectivo
5411,1080,354C0C55,33,2022-01-13,767.82,329.06,1096.88,0,0,Efectivo
5412,1080,354C0C55,18,2022-10-02,153.45,65.77,219.22,0,0,Banca Móvil
5413,1080,354C0C55,9,2023-04-17,380.63,163.13,543.76,0,0,Efectivo
5414,1080,354C0C55,48,2023-04-27,1052.44,451.04,1503.48,0,0,Banca Móvil
5415,1080,354C0C55,48,2023-08-12,727.65,311.85,1039.5,36,62.37,Transferencia
5416,1080,354C0C55,56,2022-06-10,1051.9,450.82,1502.72,0,0,Banca Móvil
5417,1080,354C0C55,16,2022-07-11,578.74,248.03,826.77,21,28.94,Transferencia
5418,1080,354C0C55,17,2022-12-31,217.97,93.41,311.38,0,0,Débito Automático
5419,1080,354C0C55,41,2023-03-27,855.8,366.77,1222.57,0,0,Transferencia
5420,1080,354C0C55,7,2022-11-05,814.06,348.88,1162.94,10,19.38,Banca Móvil
5421,1080,354C0C55,4,2022-08-07,1001.02,429.01,1430.03,0,0,Débito Automático
5422,1080,354C0C55,59,2022-01-20,731.52,313.51,1045.03,0,0,Efectivo
5423,1080,354C0C55,47,2022-11-23,1267.92,543.4,1811.32,0,0,Cheque
5424,1080,354C0C55,56,2023-01-12,487.23,208.81,696.04,0,0,Efectivo
5425,1080,354C0C55,20,2023-04-16,366.86,157.22,524.08,0,0,Cheque
5426,1080,354C0C55,19,2023-07-30,479.97,205.7,685.67,0,0,Transferencia
5427,1080,354C0C55,56,2022-03-11,133.87,57.37,191.24,0,0,Débito Automático
5428,1080,354C0C55,25,2023-08-21,616.17,264.07,880.24,0,0,Cheque
5429,1080,354C0C55,40,2023-05-24,590.65,253.13,843.78,0,0,Banca Móvil
5430,1080,354C0C55,22,2023-03-21,907.08,388.75,1295.83,40,86.39,Efectivo
5431,1080,354C0C55,45,2023-09-18,159.47,68.35,227.82,0,0,Débito Automático
5432,1080,354C0C55,35,2023-06-19,603.62,258.69,862.31,0,0,Banca Móvil
5433,1080,354C0C55,40,2022-01-31,1115.4,478.03,1593.43,35,92.95,Débito Automático
5434,1080,354C0C55,52,2022-09-14,99.09,42.47,141.56,0,0,Efectivo
5435,1084,FFD446FA,1,2023-01-08,164.49,70.49,234.98,41,16.06,Banca Móvil
5436,1084,FFD446FA,19,2023-02-02,460.28,197.26,657.55,0,0,Débito Automático
5437,1084,FFD446FA,41,2023-03-14,1343.38,575.73,1919.11,0,0,Banca Móvil
5438,1084,FFD446FA,6,2022-11-18,71.39,30.59,101.98,10,1.7,Efectivo
5439,1084,FFD446FA,37,2023-07-09,180.99,77.57,258.56,0,0,Débito Automático
5440,1084,FFD446FA,20,2022-02-05,193.23,82.81,276.05,0,0,Transferencia
5441,1084,FFD446FA,12,2023-07-21,1179.77,505.61,1685.38,0,0,Débito Automático
5442,1084,FFD446FA,46,2022-08-10,292.65,125.42,418.07,0,0,Transferencia
5443,1085,FFD446FA,34,2023-07-26,267.36,114.58,381.94,0,0,Banca Móvil
5444,1085,FFD446FA,9,2022-10-06,896.07,384.03,1280.1,48,102.41,Cheque
5445,1085,FFD446FA,10,2022-07-22,592.93,254.11,847.05,0,0,Cheque
5446,1085,FFD446FA,18,2022-12-18,555.98,238.28,794.26,5,6.62,Efectivo
5447,1085,FFD446FA,57,2022-12-15,449.2,192.52,641.72,53,56.69,Débito Automático
5448,1085,FFD446FA,31,2023-08-17,540.92,231.82,772.74,52,66.97,Débito Automático
5449,1085,FFD446FA,30,2022-01-02,917.22,393.09,1310.31,0,0,Cheque
5450,1085,FFD446FA,56,2022-09-15,712.8,305.48,1018.28,10,16.97,Efectivo
5451,1085,FFD446FA,24,2023-10-29,594.49,254.78,849.27,11,15.57,Transferencia
5452,1085,FFD446FA,15,2022-04-19,1230.08,527.18,1757.26,19,55.65,Cheque
5453,1085,FFD446FA,40,2022-05-28,1035.64,443.84,1479.48,0,0,Efectivo
5454,1085,FFD446FA,48,2023-08-30,350.57,150.25,500.82,0,0,Banca Móvil
5455,1085,FFD446FA,17,2023-07-19,336.71,144.3,481.01,0,0,Débito Automático
5456,1085,FFD446FA,46,2022-11-22,1327.55,568.95,1896.5,0,0,Efectivo
5457,1085,FFD446FA,37,2022-01-18,948.63,406.56,1355.19,0,0,Débito Automático
5458,1085,FFD446FA,21,2022-06-12,1170.92,501.82,1672.74,2,5.58,Efectivo
5459,1085,FFD446FA,52,2022-09-17,1169.45,501.19,1670.65,0,0,Efectivo
5460,1085,FFD446FA,38,2022-12-02,1298.53,556.51,1855.04,0,0,Efectivo
5461,1085,FFD446FA,5,2022-09-05,998.31,427.85,1426.16,0,0,Transferencia
5462,1085,FFD446FA,48,2022-10-23,1279.29,548.27,1827.56,0,0,Banca Móvil
5463,1085,FFD446FA,8,2023-04-27,1384.74,593.46,1978.2,0,0,Cheque
5464,1085,FFD446FA,56,2022-09-19,898.89,385.24,1284.13,0,0,Efectivo
5465,1085,FFD446FA,52,2023-09-09,225.57,96.67,322.24,46,24.71,Transferencia
5466,1085,FFD446FA,53,2022-04-08,1344.0,576.0,1920.0,0,0,Efectivo
5467,1085,FFD446FA,58,2023-02-27,345.42,148.04,493.46,0,0,Débito Automático
5468,1086,FFD446FA,27,2022-04-03,771.5,330.65,1102.15,0,0,Cheque
5469,1087,FFD446FA,46,2023-01-27,1329.11,569.62,1898.73,0,0,Cheque
5470,1087,FFD446FA,49,2023-04-16,1075.68,461.01,1536.69,48,122.94,Débito Automático
5471,1087,FFD446FA,57,2023-09-09,1329.27,569.69,1898.96,0,0,Débito Automático
5472,1087,FFD446FA,55,2022-11-04,309.22,132.53,441.75,0,0,Transferencia
5473,1087,FFD446FA,46,2023-12-14,938.98,402.42,1341.4,0,0,Cheque
5474,1087,FFD446FA,26,2022-07-05,1287.8,551.92,1839.72,0,0,Débito Automático
5475,1087,FFD446FA,22,2023-07-23,520.75,223.18,743.93,29,35.96,Débito Automático
5476,1087,FFD446FA,58,2022-01-30,1158.32,496.42,1654.75,0,0,Transferencia
5477,1087,FFD446FA,51,2022-01-07,159.46,68.34,227.8,0,0,Débito Automático
5478,1087,FFD446FA,13,2022-10-27,1042.25,446.68,1488.93,0,0,Débito Automático
5479,1087,FFD446FA,2,2022-04-23,560.24,240.1,800.34,22,29.35,Transferencia
5480,1087,FFD446FA,13,2022-09-03,1009.32,432.56,1441.88,0,0,Efectivo
5481,1087,FFD446FA,59,2022-01-06,1225.88,525.38,1751.26,15,43.78,Transferencia
5482,1087,FFD446FA,30,2023-04-28,531.25,227.68,758.93,0,0,Cheque
5483,1087,FFD446FA,15,2023-12-26,185.12,79.34,264.46,0,0,Banca Móvil
5484,1087,FFD446FA,13,2022-01-29,1399.25,599.68,1998.93,48,159.91,Cheque
5485,1087,FFD446FA,20,2022-09-08,518.45,222.19,740.64,0,0,Débito Automático
5486,1087,FFD446FA,58,2022-09-08,950.72,407.45,1358.17,0,0,Transferencia
5487,1087,FFD446FA,52,2023-02-24,95.97,41.13,137.1,20,4.57,Efectivo
5488,1087,FFD446FA,18,2022-04-26,703.47,301.49,1004.96,0,0,Banca Móvil
5489,1087,FFD446FA,42,2022-07-20,830.28,355.84,1186.12,0,0,Transferencia
5490,1087,FFD446FA,54,2022-08-28,1133.15,485.64,1618.79,0,0,Banca Móvil
5491,1087,FFD446FA,50,2022-03-22,753.13,322.77,1075.9,0,0,Cheque
5492,1087,FFD446FA,40,2023-09-28,341.77,146.47,488.25,0,0,Efectivo
5493,1087,FFD446FA,20,2022-10-21,701.69,300.73,1002.42,0,0,Débito Automático
5494,1087,FFD446FA,36,2023-08-17,1308.29,560.7,1868.99,2,6.23,Transferencia
5495,1087,FFD446FA,36,2023-05-16,991.31,424.85,1416.16,0,0,Débito Automático
5496,1087,FFD446FA,14,2023-11-11,81.94,35.12,117.06,44,8.58,Banca Móvil
5497,1087,FFD446FA,34,2023-09-16,1060.65,454.57,1515.22,12,30.3,Efectivo
5498,1087,FFD446FA,22,2023-06-21,1160.85,497.51,1658.36,0,0,Débito Automático
5499,1087,FFD446FA,34,2023-04-29,739.87,317.08,1056.95,10,17.62,Transferencia
5500,1087,FFD446FA,38,2023-04-04,536.19,229.79,765.98,0,0,Cheque
5501,1087,FFD446FA,13,2022-10-07,325.27,139.4,464.67,0,0,Débito Automático
5502,1087,FFD446FA,59,2022-05-11,850.68,364.58,1215.26,46,93.17,Débito Automático
5503,1092,7FA9C15E,41,2023-10-29,523.28,224.26,747.55,16,19.93,Banca Móvil
5504,1092,7FA9C15E,40,2023-11-21,1068.24,457.82,1526.06,0,0,Efectivo
5505,1092,7FA9C15E,5,2022-07-08,318.33,136.43,454.76,0,0,Transferencia
5506,1092,7FA9C15E,2,2023-02-17,1115.65,478.13,1593.78,0,0,Transferencia
5507,1094,7FA9C15E,52,2022-08-25,601.69,257.87,859.56,6,8.6,Efectivo
5508,1094,7FA9C15E,34,2023-09-26,973.62,417.26,1390.88,0,0,Cheque
5509,1094,7FA9C15E,4,2022-12-16,217.29,93.13,310.42,0,0,Débito Automático
5510,1097,C65B3A35,46,2022-06-10,1186.58,508.54,1695.12,0,0,Transferencia
5511,1097,C65B3A35,31,2023-08-07,1299.54,556.94,1856.48,13,40.22,Cheque
5512,1097,C65B3A35,42,2022-11-17,1202.5,515.36,1717.86,29,83.03,Banca Móvil
5513,1097,C65B3A35,38,2022-10-27,311.66,133.57,445.23,6,4.45,Débito Automático
5514,1097,C65B3A35,31,2023-03-08,110.45,47.34,157.79,0,0,Cheque
5515,1097,C65B3A35,37,2023-05-09,178.13,76.34,254.47,0,0,Cheque
5516,1097,C65B3A35,49,2023-07-12,192.57,82.53,275.1,0,0,Cheque
5517,1101,0F5E7D1D,19,2023-12-13,1100.22,471.52,1571.74,28,73.35,Cheque
5518,1101,0F5E7D1D,29,2023-08-30,130.45,55.91,186.36,0,0,Efectivo
5519,1101,0F5E7D1D,22,2023-02-16,1088.07,466.32,1554.39,19,49.22,Débito Automático
5520,1101,0F5E7D1D,50,2022-01-13,654.24,280.39,934.63,25,38.94,Cheque
5521,1101,0F5E7D1D,44,2022-06-29,287.42,123.18,410.6,0,0,Efectivo
5522,1101,0F5E7D1D,1,2022-07-01,212.73,91.17,303.9,0,0,Banca Móvil
5523,1101,0F5E7D1D,26,2022-06-07,372.83,159.78,532.61,0,0,Efectivo
5524,1101,0F5E7D1D,20,2022-01-10,821.5,352.07,1173.57,0,0,Banca Móvil
5525,1101,0F5E7D1D,34,2022-01-22,945.99,405.42,1351.41,11,24.78,Cheque
5526,1101,0F5E7D1D,53,2022-03-19,242.64,103.99,346.63,0,0,Débito Automático
5527,1101,0F5E7D1D,15,2023-02-08,544.38,233.3,777.68,0,0,Efectivo
5528,1101,0F5E7D1D,50,2023-02-23,368.77,158.04,526.81,0,0,Banca Móvil
5529,1101,0F5E7D1D,37,2022-01-23,507.61,217.55,725.16,0,0,Efectivo
5530,1102,0F5E7D1D,34,2023-01-19,484.43,207.61,692.04,18,20.76,Transferencia
5531,1102,0F5E7D1D,18,2023-10-15,443.81,190.2,634.01,0,0,Transferencia
5532,1102,0F5E7D1D,28,2023-03-13,310.35,133.01,443.36,0,0,Débito Automático
5533,1102,0F5E7D1D,7,2023-01-09,253.78,108.77,362.55,0,0,Cheque
5534,1102,0F5E7D1D,48,2022-04-04,732.37,313.87,1046.24,0,0,Banca Móvil
5535,1102,0F5E7D1D,20,2023-03-05,1127.51,483.22,1610.73,27,72.48,Banca Móvil
5536,1102,0F5E7D1D,58,2023-07-23,988.92,423.82,1412.74,0,0,Banca Móvil
5537,1107,E4789ADE,42,2023-03-01,423.59,181.54,605.13,0,0,Transferencia
5538,1107,E4789ADE,19,2022-12-05,851.65,365.0,1216.65,0,0,Banca Móvil
5539,1107,E4789ADE,13,2022-12-09,1058.25,453.53,1511.78,0,0,Cheque
5540,1107,E4789ADE,31,2022-12-11,1291.01,553.29,1844.3,0,0,Efectivo
5541,1107,E4789ADE,12,2023-11-28,830.21,355.81,1186.02,0,0,Transferencia
5542,1111,4CD148DE,58,2022-02-16,984.07,421.75,1405.82,0,0,Transferencia
5543,1111,4CD148DE,36,2022-11-18,1334.04,571.73,1905.77,0,0,Cheque
5544,1111,4CD148DE,32,2022-09-28,1210.36,518.72,1729.08,0,0,Cheque
5545,1111,4CD148DE,43,2022-10-11,1374.7,589.16,1963.86,0,0,Banca Móvil
5546,1111,4CD148DE,37,2022-08-02,1087.89,466.24,1554.13,0,0,Cheque
5547,1111,4CD148DE,3,2023-04-20,762.24,326.67,1088.91,0,0,Efectivo
5548,1111,4CD148DE,5,2022-07-19,388.91,166.68,555.59,0,0,Débito Automático
5549,1111,4CD148DE,45,2023-03-16,1030.86,441.8,1472.66,0,0,Cheque
5550,1111,4CD148DE,13,2023-08-28,1203.23,515.67,1718.9,0,0,Banca Móvil
5551,1111,4CD148DE,54,2022-08-28,113.84,48.79,162.63,40,10.84,Transferencia
5552,1111,4CD148DE,26,2023-07-17,676.35,289.87,966.22,16,25.77,Débito Automático
5553,1111,4CD148DE,27,2023-05-19,284.63,121.98,406.61,0,0,Efectivo
5554,1111,4CD148DE,8,2022-03-07,974.49,417.64,1392.13,0,0,Transferencia
5555,1111,4CD148DE,47,2023-09-22,937.82,401.93,1339.75,0,0,Débito Automático
5556,1111,4CD148DE,41,2022-05-24,1292.94,554.12,1847.06,0,0,Cheque
5557,1111,4CD148DE,6,2023-07-08,802.73,344.03,1146.76,0,0,Efectivo
5558,1111,4CD148DE,53,2023-08-16,325.0,139.29,464.29,0,0,Efectivo
5559,1111,4CD148DE,20,2022-07-15,703.3,301.41,1004.71,0,0,Banca Móvil
5560,1111,4CD148DE,39,2023-12-05,1117.49,478.92,1596.41,0,0,Efectivo
5561,1111,4CD148DE,18,2023-03-02,348.47,149.35,497.82,17,14.1,Transferencia
5562,1111,4CD148DE,9,2022-05-13,550.05,235.74,785.79,0,0,Transferencia
5563,1111,4CD148DE,23,2022-12-03,640.64,274.56,915.2,0,0,Débito Automático
5564,1111,4CD148DE,5,2022-04-12,585.74,251.03,836.77,0,0,Banca Móvil
5565,1111,4CD148DE,5,2022-10-02,514.47,220.49,734.95,0,0,Banca Móvil
5566,1111,4CD148DE,30,2022-03-05,755.01,323.58,1078.59,0,0,Cheque
5567,1111,4CD148DE,45,2023-07-13,967.98,414.85,1382.83,3,6.91,Débito Automático
5568,1111,4CD148DE,14,2022-07-23,1354.27,580.4,1934.67,0,0,Débito Automático
5569,1111,4CD148DE,3,2023-12-07,1380.36,591.58,1971.94,0,0,Banca Móvil
5570,1111,4CD148DE,13,2023-09-01,534.44,229.04,763.48,0,0,Efectivo
5571,1111,4CD148DE,37,2023-08-30,289.25,123.97,413.22,0,0,Débito Automático
5572,1111,4CD148DE,29,2022-06-13,452.24,193.82,646.06,0,0,Banca Móvil
5573,1111,4CD148DE,23,2022-11-11,1016.74,435.75,1452.49,0,0,Débito Automático
5574,1111,4CD148DE,2,2022-04-27,206.12,88.34,294.46,0,0,Banca Móvil
5575,1111,4CD148DE,18,2022-06-04,120.25,51.53,171.78,29,8.3,Banca Móvil
5576,1111,4CD148DE,29,2023-02-24,1016.69,435.72,1452.41,0,0,Efectivo
5577,1111,4CD148DE,12,2022-12-26,1300.78,557.48,1858.26,0,0,Banca Móvil
5578,1112,8327138A,53,2022-12-03,1204.94,516.4,1721.35,53,152.05,Efectivo
5579,1112,8327138A,40,2022-11-02,962.1,412.33,1374.43,0,0,Banca Móvil
5580,1112,8327138A,50,2022-04-20,1036.76,444.33,1481.09,0,0,Débito Automático
5581,1112,8327138A,48,2022-01-31,830.25,355.82,1186.07,0,0,Banca Móvil
5582,1112,8327138A,13,2022-12-01,916.47,392.77,1309.25,21,45.82,Efectivo
5583,1116,D7AA8352,48,2022-12-27,558.14,239.2,797.35,0,0,Banca Móvil
5584,1116,D7AA8352,8,2022-04-07,189.13,81.05,270.18,17,7.66,Débito Automático
5585,1116,D7AA8352,21,2023-11-11,269.8,115.63,385.43,18,11.56,Efectivo
5586,1116,D7AA8352,55,2023-01-13,1377.27,590.26,1967.53,0,0,Débito Automático
5587,1116,D7AA8352,13,2023-11-21,359.13,153.91,513.04,0,0,Transferencia
5588,1116,D7AA8352,28,2022-05-18,628.85,269.5,898.35,50,74.86,Efectivo
5589,1116,D7AA8352,36,2023-04-01,812.86,348.37,1161.23,0,0,Cheque
5590,1116,D7AA8352,41,2022-06-05,647.42,277.46,924.88,0,0,Efectivo
5591,1116,D7AA8352,46,2022-05-13,459.21,196.8,656.01,0,0,Débito Automático
5592,1116,D7AA8352,22,2022-08-22,956.46,409.91,1366.37,0,0,Efectivo
5593,1116,D7AA8352,23,2023-12-29,576.76,247.18,823.94,54,74.15,Cheque
5594,1116,D7AA8352,2,2023-07-27,121.87,52.23,174.1,0,0,Transferencia
5595,1116,D7AA8352,46,2023-05-24,439.63,188.41,628.04,0,0,Débito Automático
5596,1116,D7AA8352,34,2023-10-02,392.56,168.24,560.8,0,0,Cheque
5597,1116,D7AA8352,38,2023-01-08,1291.61,553.55,1845.16,13,39.98,Efectivo
5598,1116,D7AA8352,35,2022-06-02,624.19,267.51,891.7,0,0,Efectivo
5599,1116,D7AA8352,1,2022-03-28,1077.38,461.74,1539.12,0,0,Débito Automático
5600,1116,D7AA8352,26,2023-03-30,486.08,208.32,694.4,29,33.56,Cheque
5601,1116,D7AA8352,49,2023-11-16,400.9,171.82,572.72,13,12.41,Banca Móvil
5602,1116,D7AA8352,48,2022-02-26,1269.39,544.02,1813.41,0,0,Cheque
5603,1116,D7AA8352,58,2023-06-11,1104.29,473.27,1577.56,0,0,Cheque
5604,1116,D7AA8352,23,2023-08-31,325.39,139.45,464.84,0,0,Transferencia
5605,1116,D7AA8352,48,2023-01-06,1107.95,474.84,1582.79,0,0,Débito Automático
5606,1116,D7AA8352,48,2022-07-26,1394.24,597.53,1991.77,0,0,Banca Móvil
